LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.491, Time: 6.249459 s
         1423215 function calls (1408898 primitive calls) in 7.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       29    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       63    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
       63    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       29    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
     6785    0.002    0.000    0.002    0.000 enum.py:678(__new__)
       15    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
      334    0.000    0.000    0.000    0.000 enum.py:796(name)
      377    0.000    0.000    0.000    0.000 enum.py:801(value)
       29    0.000    0.000    0.000    0.000 enum.py:82(__init__)
      566    0.002    0.000    0.004    0.000 enum.py:89(__setitem__)
        3    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        7    0.000    0.000    0.000    0.000 enum.py:980(__or__)
      207    0.001    0.000    0.002    0.000 enum.py:986(__and__)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 error.py:28(PkgConfigError)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.009    0.009 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(ExceptionWordUnicode)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(ParseBaseException)
        1    0.000    0.000    0.000    0.000 exceptions.py:220(ParseException)
       97    0.000    0.000    0.000    0.000 exceptions.py:24(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:240(ParseFatalException)
        1    0.000    0.000    0.000    0.000 exceptions.py:247(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 exceptions.py:256(RecursiveGrammarException)
        1    0.000    0.000    0.003    0.003 expat.py:1(<module>)
        1    0.000    0.000    0.002    0.002 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1497(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1527(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.000    0.000    0.337    0.337 figure.py:1(<module>)
        1    0.000    0.000    0.001    0.001 figure.py:156(FigureBase)
        1    0.000    0.000    0.000    0.000 figure.py:2112(SubFigure)
        1    0.000    0.000    0.001    0.001 figure.py:2328(Figure)
        1    0.000    0.000    0.000    0.000 figure.py:59(_AxesStack)
        1    0.000    0.000    0.000    0.000 figure.py:96(SubplotParams)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        1    0.000    0.000    0.007    0.007 font_manager.py:1(<module>)
        1    0.000    0.000    0.002    0.002 font_manager.py:1530(_load_fontmanager)
        1    0.000    0.000    0.000    0.000 font_manager.py:525(FontProperties)
        1    0.000    0.000    0.000    0.000 font_manager.py:904(_JSONEncoder)
      120    0.000    0.000    0.001    0.000 font_manager.py:922(_json_decode)
        1    0.000    0.000    0.001    0.001 font_manager.py:964(json_load)
        1    0.000    0.000    0.000    0.000 font_manager.py:976(FontManager)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fromnumeric.py:1(<module>)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2302(_any_dispatcher)
       30    0.000    0.000    0.001    0.000 fromnumeric.py:2307(any)
       51    0.000    0.000    0.000    0.000 fromnumeric.py:2401(_all_dispatcher)
       51    0.000    0.000    0.001    0.000 fromnumeric.py:2406(all)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:2922(_prod_dispatcher)
      100    0.000    0.000    0.003    0.000 fromnumeric.py:2927(prod)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3117(_ndim_dispatcher)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3121(ndim)
      181    0.001    0.000    0.004    0.000 fromnumeric.py:69(_wrapreduction)
      181    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
       30    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:2116(vectorize)
        4    0.000    0.000    0.000    0.000 function_base.py:2268(__init__)
       30    0.001    0.000    0.003    0.000 function_base.py:23(linspace)
      409    0.001    0.000    0.001    0.000 function_base.py:346(iterable)
      314    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
      314    0.000    0.000    0.001    0.000 function_base.py:461(_add_docstring)
      314    0.001    0.000    0.003    0.000 function_base.py:475(add_newdoc)
      739    0.004    0.000    0.007    0.000 functools.py:35(update_wrapper)
       34    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       32    0.000    0.000    0.001    0.000 functools.py:518(decorating_function)
      703    0.001    0.000    0.001    0.000 functools.py:65(wraps)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        4    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
        2    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
      8/4    0.000    0.000    0.001    0.000 functools.py:961(__get__)
        3    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.024    0.024 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 geo.py:18(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:225(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:248(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:251(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:273(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:294(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:297(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:315(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:339(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:342(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:383(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:409(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:412(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:451(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.002    0.002 getlimits.py:158(_register_known_types)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.002    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:595(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:648(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:672(max)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.001    0.001 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:319(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:471(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:526(SubplotSpec)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:402(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
       14    0.000    0.000    0.002    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.002    0.001 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:140(LargeCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 hatch.py:31(VerticalHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:48(NorthEastHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:67(SouthEastHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 hatch.py:9(HatchPatternBase)
        1    0.000    0.000    0.002    0.002 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.010    0.010 helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:1061(<listcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:14(delimited_list)
        1    0.000    0.000    0.002    0.002 helpers.py:590(_makeTags)
        1    0.000    0.000    0.002    0.002 helpers.py:648(make_html_tags)
        1    0.001    0.001    0.001    0.001 helpers.py:692(<dictcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:703(OpAssoc)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.007    0.007 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.020    0.020 image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1044(NonUniformImage)
        1    0.000    0.000    0.000    0.000 image.py:1202(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:1355(FigureImage)
        1    0.000    0.000    0.000    0.000 image.py:1418(BboxImage)
        1    0.000    0.000    0.000    0.000 image.py:230(_ImageBase)
        1    0.000    0.000    0.000    0.000 image.py:857(AxesImage)
        1    0.000    0.000    0.009    0.009 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:259(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:299(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:429(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:556(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:612(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:711(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:755(__init__)
        6    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
      189    0.000    0.000    0.000    0.000 inspect.py:1875(_signature_get_user_defined_method)
      560    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
       64    0.000    0.000    0.001    0.000 inspect.py:1967(_signature_bound_method)
      344    0.000    0.000    0.001    0.000 inspect.py:199(ismethod)
       63    0.000    0.000    0.000    0.000 inspect.py:1993(_signature_is_builtin)
       63    0.000    0.000    0.000    0.000 inspect.py:2005(_signature_is_functionlike)
       63    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
      637    0.009    0.000    0.027    0.000 inspect.py:2279(_signature_from_function)
  721/657    0.006    0.000    0.038    0.000 inspect.py:2374(_signature_from_callable)
       61    0.000    0.000    0.000    0.000 inspect.py:2411(<lambda>)
     6341    0.012    0.000    0.021    0.000 inspect.py:2636(__init__)
     8397    0.001    0.000    0.001    0.000 inspect.py:2686(name)
      920    0.000    0.000    0.000    0.000 inspect.py:2690(default)
       17    0.000    0.000    0.000    0.000 inspect.py:2694(annotation)
     6991    0.001    0.000    0.001    0.000 inspect.py:2698(kind)
      275    0.000    0.000    0.001    0.000 inspect.py:2702(replace)
      243    0.000    0.000    0.001    0.000 inspect.py:2720(__str__)
       17    0.000    0.000    0.000    0.000 inspect.py:2745(__hash__)
     1681    0.001    0.000    0.001    0.000 inspect.py:277(isfunction)
      908    0.011    0.000    0.015    0.000 inspect.py:2919(__init__)
     3077    0.001    0.000    0.002    0.000 inspect.py:2968(<genexpr>)
      657    0.001    0.000    0.039    0.000 inspect.py:2997(from_callable)
     1194    0.000    0.000    0.000    0.000 inspect.py:3005(parameters)
       68    0.000    0.000    0.000    0.000 inspect.py:3009(return_annotation)
      171    0.000    0.000    0.003    0.000 inspect.py:3013(replace)
        4    0.000    0.000    0.000    0.000 inspect.py:3028(_hash_basis)
       20    0.000    0.000    0.000    0.000 inspect.py:3029(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:3032(<dictcomp>)
        4    0.000    0.000    0.000    0.000 inspect.py:3037(__hash__)
       63    0.000    0.000    0.001    0.000 inspect.py:3205(__str__)
      657    0.001    0.000    0.040    0.000 inspect.py:3251(signature)
       63    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
      720    0.002    0.000    0.003    0.000 inspect.py:612(unwrap)
      775    0.000    0.000    0.001    0.000 inspect.py:632(_is_wrapper)
      344    0.001    0.000    0.003    0.000 inspect.py:653(_findclass)
      637    0.002    0.000    0.002    0.000 inspect.py:66(get_annotations)
      344    0.001    0.000    0.005    0.000 inspect.py:663(_finddoc)
     6764    0.009    0.000    0.133    0.000 inspect.py:725(getdoc)
     6793    0.084    0.000    0.139    0.000 inspect.py:744(cleandoc)
        5    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layout_engine.py:103(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:127(TightLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:188(ConstrainedLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.008    0.008 legend.py:1(<module>)
        1    0.000    0.000    0.001    0.001 legend.py:329(Legend)
        1    0.000    0.000    0.000    0.000 legend.py:53(DraggableLegend)
        1    0.000    0.000    0.001    0.001 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:167(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:172(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:209(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:215(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:239(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 legend_handler.py:276(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:315(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:320(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:362(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:399(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:431(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:434(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:46(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:505(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:516(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:525(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:528(__init__)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:632(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:637(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:723(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:728(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:776(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.003    0.003 linalg.py:1(<module>)
       51    0.000    0.000    0.000    0.000 linalg.py:107(get_linalg_error_extobj)
       51    0.000    0.000    0.000    0.000 linalg.py:112(_makearray)
      153    0.000    0.000    0.000    0.000 linalg.py:117(isComplexType)
       51    0.011    0.000    0.015    0.000 linalg.py:1182(eig)
      102    0.000    0.000    0.000    0.000 linalg.py:130(_realType)
       51    0.000    0.000    0.001    0.000 linalg.py:136(_commonType)
       51    0.000    0.000    0.000    0.000 linalg.py:194(_assert_stacked_2d)
       51    0.000    0.000    0.000    0.000 linalg.py:200(_assert_stacked_square)
       51    0.000    0.000    0.002    0.000 linalg.py:206(_assert_finite)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
       51    0.000    0.000    0.000    0.000 linalg.py:479(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        2    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        2    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
        1    0.000    0.000    0.024    0.024 lines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:1466(_AxLine)
        1    0.000    0.000    0.000    0.000 lines.py:1530(VertexSelector)
        1    0.000    0.000    0.001    0.001 lines.py:204(Line2D)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.003    0.003 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:156(MarkerStyle)
        1    0.000    0.000    0.035    0.035 mathtext.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mathtext.py:151(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:176(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:185(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:196(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathtextBackend)
        1    0.022    0.022    0.022    0.022 mathtext.py:93(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:843(GaussianKDE)
        1    0.000    0.000    0.001    0.001 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.048    0.048 multiarray.py:1(<module>)
       85    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
      222    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
       30    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
       51    0.000    0.000    0.000    0.000 multiarray.py:80(empty_like)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.011    0.011 ntpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.007    0.007 numeric.py:1(<module>)
       34    0.000    0.000    0.001    0.000 numeric.py:149(ones)
       30    0.000    0.000    0.000    0.000 numeric.py:1873(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2145(identity)
        6    0.000    0.000    0.000    0.000 numeric.py:2531(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
       51    0.000    0.000    0.000    0.000 numeric.py:72(_zeros_like_dispatcher)
       51    0.000    0.000    0.002    0.000 numeric.py:76(zeros_like)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
       60    0.000    0.000    0.000    0.000 numerictypes.py:282(issubclass_)
       30    0.000    0.000    0.000    0.000 numerictypes.py:356(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.034    0.034 offsetbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1101(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1145(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1217(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1474(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1584(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1609(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:421(PackerBase)
        2    0.000    0.000    0.000    0.000 offsetbox.py:45(_compat_get_offset)
        1    0.000    0.000    0.000    0.000 offsetbox.py:468(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:500(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:528(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:597(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:709(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:826(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:908(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 os.py:1080(__subclasshook__)
       21    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:683(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:689(__delitem__)
       27    0.000    0.000    0.000    0.000 os.py:755(encode)
        6    0.000    0.000    0.000    0.000 os.py:759(decode)
        5    0.000    0.000    0.000    0.000 os.py:817(fsdecode)
        1    0.000    0.000    0.047    0.047 overrides.py:1(<module>)
       81    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
       81    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
      314    0.002    0.000    0.011    0.000 overrides.py:170(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
       23    0.000    0.000    0.000    0.000 overrides.py:200(decorator)
