LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.491, Time: 6.249459 s
         1423215 function calls (1408898 primitive calls) in 7.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
      284    0.001    0.000    0.005    0.000 overrides.py:88(verify_matching_signatures)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:185(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:215(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:320(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:333(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:339(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:352(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:358(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:795(Quoter)
        1    0.000    0.000    0.085    0.085 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1070(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1168(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1256(Arrow)
        1    0.000    0.000    0.001    0.001 patches.py:1312(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1486(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1512(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1665(Annulus)
        1    0.000    0.000    0.000    0.000 patches.py:1852(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1894(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:2177(_Style)
        3    0.000    0.000    0.008    0.003 patches.py:2184(__init_subclass__)
        6    0.000    0.000    0.008    0.001 patches.py:2226(pprint_styles)
        6    0.000    0.000    0.007    0.001 patches.py:2230(<listcomp>)
      222    0.000    0.000    0.000    0.000 patches.py:2237(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:2237(<listcomp>)
       24    0.000    0.000    0.000    0.000 patches.py:2238(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:2242(<genexpr>)
      248    0.000    0.000    0.000    0.000 patches.py:2244(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:2244(<listcomp>)
       62    0.000    0.000    0.000    0.000 patches.py:2259(_register_style)
        1    0.000    0.000    0.000    0.000 patches.py:2267(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2299(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2322(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2343(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:2371(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2403(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2413(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2450(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2508(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2557(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2618(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2634(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2674(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2687(SimpleEvent)
        1    0.000    0.000    0.001    0.001 patches.py:27(Patch)
        1    0.000    0.000    0.000    0.000 patches.py:2739(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2777(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2817(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2881(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:2977(Bar)
        1    0.000    0.000    0.001    0.001 patches.py:3062(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:3109(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:3180(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3418(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3427(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3432(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3437(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3442(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3447(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3452(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3457(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3476(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3495(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3517(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3535(BracketCurve)
        1    0.000    0.000    0.000    0.000 patches.py:3557(CurveBracket)
        1    0.000    0.000    0.000    0.000 patches.py:3579(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3658(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3746(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:3791(FancyBboxPatch)
        1    0.000    0.000    0.001    0.001 patches.py:4038(FancyArrowPatch)
        1    0.000    0.000    0.001    0.001 patches.py:4377(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 patches.py:613(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:665(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:884(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:934(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:962(StepPatch)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
       10    0.000    0.000    0.001    0.000 path.py:191(_create_closed)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
       19    0.000    0.000    0.001    0.000 path.py:99(__init__)
        1    0.000    0.000    0.020    0.020 pathlib.py:1(<module>)
       30    0.000    0.000    0.001    0.000 pathlib.py:1023(glob)
        6    0.000    0.000    0.000    0.000 pathlib.py:1092(stat)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 pathlib.py:1170(mkdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1300(is_dir)
        3    0.000    0.000    0.000    0.000 pathlib.py:1432(expanduser)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
       33    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:260(compile_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:368(_make_selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:389(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:398(select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:410(_TerminatingSelector)
       56    0.000    0.000    0.000    0.000 pathlib.py:412(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:43(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:432(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:434(__init__)
       29    0.000    0.000    0.001    0.000 pathlib.py:438(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
       25    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       22    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
       14    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
       37    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
       42    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
        8    0.000    0.000    0.000    0.000 pathlib.py:615(_make_child)
       51    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
       39    0.000    0.000    0.000    0.000 pathlib.py:631(__fspath__)
       29    0.000    0.000    0.000    0.000 pathlib.py:710(name)
       28    0.000    0.000    0.000    0.000 pathlib.py:745(stem)
        1    0.000    0.000    0.000    0.000 pathlib.py:755(with_name)
        8    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        1    0.000    0.000    0.000    0.000 pathlib.py:922(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:932(PureWindowsPath)
        8    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
       11    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
       28    0.000    0.000    0.000    0.000 pathlib.py:966(_make_child_relpath)
        3    0.000    0.000    0.000    0.000 pathlib.py:995(home)
        1    0.000    0.000    0.008    0.008 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.001    0.001    0.028    0.028 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1100(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:734(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:766(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:772(uname_result)
       35    0.000    0.000    0.000    0.000 platform.py:819(uname)
       18    0.000    0.000    0.000    0.000 platform.py:908(system)
       17    0.000    0.000    0.000    0.000 platform.py:945(machine)
        1    0.000    0.000    0.000    0.000 platform.py:996(_sys_version)
        1    0.000    0.000    0.019    0.019 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:139(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:187(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:239(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:257(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:280(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:309(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:401(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:448(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:497(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:547(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:698(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:747(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:803(PolarAxes)
        2    0.000    0.000    0.003    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
        1    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       34    0.000    0.000    0.001    0.000 posixpath.py:228(expanduser)
      226    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
      118    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
      104    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.037    0.037 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:84(contextlib_nullcontext)
        1    0.001    0.001    0.721    0.721 pyplot.py:1(<module>)
      198    0.000    0.000    0.001    0.000 pyplot.py:93(_copy_docstring_and_deprecators)
        1    0.000    0.000    0.013    0.013 quiver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:235(QuiverKey)
        1    0.000    0.000    0.000    0.000 quiver.py:446(Quiver)
        1    0.000    0.000    0.000    0.000 quiver.py:867(Barbs)
        1    0.000    0.000    0.012    0.012 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:840(seed)
